b'@SirPareshRawal What about companies having Chinese investment; #Zomato #Paytm; should ppl stop using them; \n#BoycottChineseProducts',2020-06-19 04:00:14,0,0,#zomato
b'China also fund #Paytm #Zomato #bigbasket and many more digital companies in India.\nChina can also #boycott these.',2020-06-19 03:16:08,0,0,#zomato
b'Do you realise that every food delivery person will be replaced by a drone in the next 5 years.\n\nLet that sink in.\xe2\x80\xa6 https://t.co/Sb17fE9KXO',2020-06-19 03:15:23,0,0,#zomato
b'You can\xe2\x80\x99t make everyone happy. You\xe2\x80\x99re not Fries \xe2\x80\x9c\n#fforfries #fridaymorning #Zomato #swiggy https://t.co/FZsErpyqqJ',2020-06-19 02:51:43,2,0,#zomato
"b""Hi guys do not use @Zomato as they don't follow customer instructions and after #complaint they #denied to #Refund\xe2\x80\xa6 https://t.co/rlu9DJrvWq""",2020-06-18 23:43:45,0,0,#zomato
"b'Kuch Bhi Stories:\n\nPeople who bought Zomato gold this year, how are you feeling? All good ? Ghar ka khana kha rahe\xe2\x80\xa6 https://t.co/BJVOJqr2zB'",2020-06-18 21:50:56,1,0,#zomato
"b'@zomatocare while talking itself, that guy ending the call, this is what support is for you guys? again very bad ma\xe2\x80\xa6 https://t.co/wZybszucpF'",2020-06-18 20:54:13,0,0,#zomato
"b'#HDFC(1%),#Bigbasket, #Byjus, #Flipkart, #Ola, #OYO, #Paytm, #Zomato, #Swiggy, #Snapdeal, #Udaan, #Rivigo, #Quikr,\xe2\x80\xa6 https://t.co/tl5g4xcNIG'",2020-06-18 18:17:15,3,1,#zomato
b'Carnivore Club Sandwich...!!!\n#perksnbrews #perksnbrewspune #vimannagar #sandwich #clubsandwitch #nachos #zomato\xe2\x80\xa6 https://t.co/lAuRHIbDgX',2020-06-18 18:01:43,0,0,#zomato
b'RT @kumarmanish9: A close look at the #Chinese Investments in Indian Unicorns.\nHow this shrill cries of boycott China  products will impact\xe2\x80\xa6',2020-06-18 17:36:41,0,16,#zomato
"b'RT @Shivans38483909: Dear @Zomato as I indian public want to #bycottchina and you are backed by many Chinese companies, I am uninstalling y\xe2\x80\xa6'",2020-06-18 16:56:21,0,5,#zomato
b'RT @RajeshDGohil: #DeclareMaharashtraCabRatesDear @Zomato as I indian public want to #bycottchina and you are backed by many Chinese compan\xe2\x80\xa6',2020-06-18 16:55:37,0,3,#zomato
b'RT @Ajay32398321: #Bigbasket #dailyhunt #Paytm #snapdeal #Zomato #byjus #Dream11 #hike #khatabook #Mxplayer #ola #Swiggy #sharechat all boy\xe2\x80\xa6',2020-06-18 16:39:40,0,1,#zomato
b'#Bigbasket #dailyhunt #Paytm #snapdeal #Zomato #byjus #Dream11 #hike #khatabook #Mxplayer #ola #Swiggy #sharechat a\xe2\x80\xa6 https://t.co/3OhVs5Bvrk',2020-06-18 16:39:03,1,1,#zomato
